state_abbr,state_fips,county_fips,county_name,tract_code,stcotr_fips,stpl_fips,city_name,metric_name,metric_number,group_name,group_number,num,denom,est,lci,uci,data_yr_type,date_export,geo_level,version,suggested_citation
IL,17,31,Cook County,81403,17031081403,1714000,Chicago,Life expectancy,37,total population,1,-999,-999,80.2,77.1,83.3,"2010-2015, 6 Year Modeled Estimate",22/10/21,tract,13,
IL,17,31,Cook County,81500,17031081500,1714000,Chicago,Life expectancy,37,total population,1,-999,-999,84.8,78.3,91.3,"2010-2015, 6 Year Modeled Estimate",22/10/21,tract,13,
IL,17,31,Cook County,81600,17031081600,1714000,Chicago,Life expectancy,37,total population,1,-999,-999,80.1,74.1,86.1,"2010-2015, 6 Year Modeled Estimate",22/10/21,tract,13,
IL,17,31,Cook County,81700,17031081700,1714000,Chicago,Life expectancy,37,total population,1,-999,-999,NA,NA,NA,"2010-2015, 6 Year Modeled Estimate",22/10/21,tract,13,
IL,17,31,Cook County,81800,17031081800,1714000,Chicago,Life expectancy,37,total population,1,-999,-999,NA,NA,NA,"2010-2015, 6 Year Modeled Estimate",22/10/21,tract,13,
IL,17,31,Cook County,81900,17031081900,1714000,Chicago,Life expectancy,37,total population,1,-999,-999,NA,NA,NA,"2010-2015, 6 Year Modeled Estimate",22/10/21,tract,13,
IL,17,31,Cook County,90100,17031090100,1714000,Chicago,Life expectancy,37,total population,1,-999,-999,80.4,78,82.8,"2010-2015, 6 Year Modeled Estimate",22/10/21,tract,13,
IL,17,31,Cook County,90200,17031090200,1714000,Chicago,Life expectancy,37,total population,1,-999,-999,79.2,76.4,82,"2010-2015, 6 Year Modeled Estimate",22/10/21,tract,13,
IL,17,31,Cook County,90300,17031090300,1714000,Chicago,Life expectancy,37,total population,1,-999,-999,82.4,79.1,85.7,"2010-2015, 6 Year Modeled Estimate",22/10/21,tract,13,
IL,17,31,Cook County,100100,17031100100,1714000,Chicago,Life expectancy,37,total population,1,-999,-999,81.1,78.2,84,"2010-2015, 6 Year Modeled Estimate",22/10/21,tract,13,
IL,17,31,Cook County,100200,17031100200,1714000,Chicago,Life expectancy,37,total population,1,-999,-999,80.8,78.5,83.1,"2010-2015, 6 Year Modeled Estimate",22/10/21,tract,13,
IL,17,31,Cook County,100300,17031100300,1714000,Chicago,Life expectancy,37,total population,1,-999,-999,79.8,77.9,81.7,"2010-2015, 6 Year Modeled Estimate",22/10/21,tract,13,
IL,17,31,Cook County,100400,17031100400,1714000,Chicago,Life expectancy,37,total population,1,-999,-999,79.4,76.6,82.2,"2010-2015, 6 Year Modeled Estimate",22/10/21,tract,13,
IL,17,31,Cook County,100500,17031100500,1714000,Chicago,Life expectancy,37,total population,1,-999,-999,79,76.7,81.3,"2010-2015, 6 Year Modeled Estimate",22/10/21,tract,13,
IL,17,31,Cook County,100600,17031100600,1714000,Chicago,Life expectancy,37,total population,1,-999,-999,80.1,77.9,82.3,"2010-2015, 6 Year Modeled Estimate",22/10/21,tract,13,
IL,17,31,Cook County,100700,17031100700,1714000,Chicago,Life expectancy,37,total population,1,-999,-999,81.4,79.5,83.3,"2010-2015, 6 Year Modeled Estimate",22/10/21,tract,13,
IL,17,31,Cook County,110100,17031110100,1714000,Chicago,Life expectancy,37,total population,1,-999,-999,82.3,79.6,85,"2010-2015, 6 Year Modeled Estimate",22/10/21,tract,13,
IL,17,31,Cook County,110200,17031110200,1714000,Chicago,Life expectancy,37,total population,1,-999,-999,78.7,75.3,82.1,"2010-2015, 6 Year Modeled Estimate",22/10/21,tract,13,
IL,17,31,Cook County,110300,17031110300,1714000,Chicago,Life expectancy,37,total population,1,-999,-999,80.2,78.1,82.3,"2010-2015, 6 Year Modeled Estimate",22/10/21,tract,13,
IL,17,31,Cook County,110400,17031110400,1714000,Chicago,Life expectancy,37,total population,1,-999,-999,80.4,78.2,82.6,"2010-2015, 6 Year Modeled Estimate",22/10/21,tract,13,
IL,17,31,Cook County,110501,17031110501,1714000,Chicago,Life expectancy,37,total population,1,-999,-999,78.5,76.4,80.6,"2010-2015, 6 Year Modeled Estimate",22/10/21,tract,13,
IL,17,31,Cook County,110502,17031110502,1714000,Chicago,Life expectancy,37,total population,1,-999,-999,79.9,75.6,84.2,"2010-2015, 6 Year Modeled Estimate",22/10/21,tract,13,
IL,17,31,Cook County,120100,17031120100,1714000,Chicago,Life expectancy,37,total population,1,-999,-999,82,79.9,84.1,"2010-2015, 6 Year Modeled Estimate",22/10/21,tract,13,
IL,17,31,Cook County,120200,17031120200,1714000,Chicago,Life expectancy,37,total population,1,-999,-999,86.9,83.4,90.4,"2010-2015, 6 Year Modeled Estimate",22/10/21,tract,13,
IL,17,31,Cook County,120300,17031120300,1714000,Chicago,Life expectancy,37,total population,1,-999,-999,81.8,79.6,84,"2010-2015, 6 Year Modeled Estimate",22/10/21,tract,13,
IL,17,31,Cook County,120400,17031120400,1714000,Chicago,Life expectancy,37,total population,1,-999,-999,NA,NA,NA,"2010-2015, 6 Year Modeled Estimate",22/10/21,tract,13,
IL,17,31,Cook County,130100,17031130100,1714000,Chicago,Life expectancy,37,total population,1,-999,-999,84.8,82.1,87.5,"2010-2015, 6 Year Modeled Estimate",22/10/21,tract,13,
IL,17,31,Cook County,130200,17031130200,1714000,Chicago,Life expectancy,37,total population,1,-999,-999,83.3,79.3,87.3,"2010-2015, 6 Year Modeled Estimate",22/10/21,tract,13,
IL,17,31,Cook County,130300,17031130300,1714000,Chicago,Life expectancy,37,total population,1,-999,-999,84.7,80.6,88.8,"2010-2015, 6 Year Modeled Estimate",22/10/21,tract,13,
IL,17,31,Cook County,140100,17031140100,1714000,Chicago,Life expectancy,37,total population,1,-999,-999,78,72.4,83.6,"2010-2015, 6 Year Modeled Estimate",22/10/21,tract,13,
IL,17,31,Cook County,140200,17031140200,1714000,Chicago,Life expectancy,37,total population,1,-999,-999,79.2,77.1,81.3,"2010-2015, 6 Year Modeled Estimate",22/10/21,tract,13,
IL,17,31,Cook County,140301,17031140301,1714000,Chicago,Life expectancy,37,total population,1,-999,-999,NA,NA,NA,"2010-2015, 6 Year Modeled Estimate",22/10/21,tract,13,
IL,17,31,Cook County,140302,17031140302,1714000,Chicago,Life expectancy,37,total population,1,-999,-999,77.3,74.8,79.8,"2010-2015, 6 Year Modeled Estimate",22/10/21,tract,13,
IL,17,31,Cook County,140400,17031140400,1714000,Chicago,Life expectancy,37,total population,1,-999,-999,87.3,81.8,92.8,"2010-2015, 6 Year Modeled Estimate",22/10/21,tract,13,
IL,17,31,Cook County,140500,17031140500,1714000,Chicago,Life expectancy,37,total population,1,-999,-999,84.2,78.6,89.8,"2010-2015, 6 Year Modeled Estimate",22/10/21,tract,13,
IL,17,31,Cook County,140601,17031140601,1714000,Chicago,Life expectancy,37,total population,1,-999,-999,84.7,78.6,90.8,"2010-2015, 6 Year Modeled Estimate",22/10/21,tract,13,
IL,17,31,Cook County,140602,17031140602,1714000,Chicago,Life expectancy,37,total population,1,-999,-999,78.2,75.7,80.7,"2010-2015, 6 Year Modeled Estimate",22/10/21,tract,13,
IL,17,31,Cook County,140701,17031140701,1714000,Chicago,Life expectancy,37,total population,1,-999,-999,NA,NA,NA,"2010-2015, 6 Year Modeled Estimate",22/10/21,tract,13,
IL,17,31,Cook County,140702,17031140702,1714000,Chicago,Life expectancy,37,total population,1,-999,-999,78.5,75.3,81.7,"2010-2015, 6 Year Modeled Estimate",22/10/21,tract,13,
IL,17,31,Cook County,140800,17031140800,1714000,Chicago,Life expectancy,37,total population,1,-999,-999,81.3,78.9,83.7,"2010-2015, 6 Year Modeled Estimate",22/10/21,tract,13,
IL,17,31,Cook County,150200,17031150200,1714000,Chicago,Life expectancy,37,total population,1,-999,-999,77.7,75.3,80.1,"2010-2015, 6 Year Modeled Estimate",22/10/21,tract,13,
IL,17,31,Cook County,150300,17031150300,1714000,Chicago,Life expectancy,37,total population,1,-999,-999,82.9,79.4,86.4,"2010-2015, 6 Year Modeled Estimate",22/10/21,tract,13,
IL,17,31,Cook County,150401,17031150401,1714000,Chicago,Life expectancy,37,total population,1,-999,-999,77.2,75.2,79.2,"2010-2015, 6 Year Modeled Estimate",22/10/21,tract,13,
IL,17,31,Cook County,150402,17031150402,1714000,Chicago,Life expectancy,37,total population,1,-999,-999,76.4,73.7,79.1,"2010-2015, 6 Year Modeled Estimate",22/10/21,tract,13,
IL,17,31,Cook County,150501,17031150501,1714000,Chicago,Life expectancy,37,total population,1,-999,-999,82,79.4,84.6,"2010-2015, 6 Year Modeled Estimate",22/10/21,tract,13,
IL,17,31,Cook County,150502,17031150502,1714000,Chicago,Life expectancy,37,total population,1,-999,-999,80,77,83,"2010-2015, 6 Year Modeled Estimate",22/10/21,tract,13,
IL,17,31,Cook County,150600,17031150600,1714000,Chicago,Life expectancy,37,total population,1,-999,-999,75.8,73.3,78.3,"2010-2015, 6 Year Modeled Estimate",22/10/21,tract,13,
IL,17,31,Cook County,150700,17031150700,1714000,Chicago,Life expectancy,37,total population,1,-999,-999,80.6,77.8,83.4,"2010-2015, 6 Year Modeled Estimate",22/10/21,tract,13,
IL,17,31,Cook County,150800,17031150800,1714000,Chicago,Life expectancy,37,total population,1,-999,-999,79,76.5,81.5,"2010-2015, 6 Year Modeled Estimate",22/10/21,tract,13,
IL,17,31,Cook County,151001,17031151001,1714000,Chicago,Life expectancy,37,total population,1,-999,-999,83,77.2,88.8,"2010-2015, 6 Year Modeled Estimate",22/10/21,tract,13,
IL,17,31,Cook County,151002,17031151002,1714000,Chicago,Life expectancy,37,total population,1,-999,-999,77.1,74.6,79.6,"2010-2015, 6 Year Modeled Estimate",22/10/21,tract,13,
IL,17,31,Cook County,151100,17031151100,1714000,Chicago,Life expectancy,37,total population,1,-999,-999,81.6,77.4,85.8,"2010-2015, 6 Year Modeled Estimate",22/10/21,tract,13,
IL,17,31,Cook County,151200,17031151200,1714000,Chicago,Life expectancy,37,total population,1,-999,-999,79.6,77.1,82.1,"2010-2015, 6 Year Modeled Estimate",22/10/21,tract,13,
IL,17,31,Cook County,160100,17031160100,1714000,Chicago,Life expectancy,37,total population,1,-999,-999,80.4,76.6,84.2,"2010-2015, 6 Year Modeled Estimate",22/10/21,tract,13,
IL,17,31,Cook County,160200,17031160200,1714000,Chicago,Life expectancy,37,total population,1,-999,-999,78.4,76,80.8,"2010-2015, 6 Year Modeled Estimate",22/10/21,tract,13,
IL,17,31,Cook County,160300,17031160300,1714000,Chicago,Life expectancy,37,total population,1,-999,-999,79.2,77,81.4,"2010-2015, 6 Year Modeled Estimate",22/10/21,tract,13,
IL,17,31,Cook County,160400,17031160400,1714000,Chicago,Life expectancy,37,total population,1,-999,-999,79.7,75.6,83.8,"2010-2015, 6 Year Modeled Estimate",22/10/21,tract,13,
IL,17,31,Cook County,160501,17031160501,1714000,Chicago,Life expectancy,37,total population,1,-999,-999,82.3,79,85.6,"2010-2015, 6 Year Modeled Estimate",22/10/21,tract,13,
IL,17,31,Cook County,160502,17031160502,1714000,Chicago,Life expectancy,37,total population,1,-999,-999,79.1,75.1,83.1,"2010-2015, 6 Year Modeled Estimate",22/10/21,tract,13,
IL,17,31,Cook County,160601,17031160601,1714000,Chicago,Life expectancy,37,total population,1,-999,-999,81.4,78.7,84.1,"2010-2015, 6 Year Modeled Estimate",22/10/21,tract,13,
IL,17,31,Cook County,160602,17031160602,1714000,Chicago,Life expectancy,37,total population,1,-999,-999,77.9,74.8,81,"2010-2015, 6 Year Modeled Estimate",22/10/21,tract,13,
IL,17,31,Cook County,160700,17031160700,1714000,Chicago,Life expectancy,37,total population,1,-999,-999,81.7,78.4,85,"2010-2015, 6 Year Modeled Estimate",22/10/21,tract,13,
IL,17,31,Cook County,160800,17031160800,1714000,Chicago,Life expectancy,37,total population,1,-999,-999,79,75.4,82.6,"2010-2015, 6 Year Modeled Estimate",22/10/21,tract,13,
IL,17,31,Cook County,160900,17031160900,1714000,Chicago,Life expectancy,37,total population,1,-999,-999,79.6,75.1,84.1,"2010-2015, 6 Year Modeled Estimate",22/10/21,tract,13,
IL,17,31,Cook County,161000,17031161000,1714000,Chicago,Life expectancy,37,total population,1,-999,-999,81.4,79.5,83.3,"2010-2015, 6 Year Modeled Estimate",22/10/21,tract,13,
IL,17,31,Cook County,161100,17031161100,1714000,Chicago,Life expectancy,37,total population,1,-999,-999,75.4,72.7,78.1,"2010-2015, 6 Year Modeled Estimate",22/10/21,tract,13,
IL,17,31,Cook County,161200,17031161200,1714000,Chicago,Life expectancy,37,total population,1,-999,-999,77.3,74.7,79.9,"2010-2015, 6 Year Modeled Estimate",22/10/21,tract,13,
IL,17,31,Cook County,161300,17031161300,1714000,Chicago,Life expectancy,37,total population,1,-999,-999,78.6,75.2,82,"2010-2015, 6 Year Modeled Estimate",22/10/21,tract,13,
IL,17,31,Cook County,170100,17031170100,1714000,Chicago,Life expectancy,37,total population,1,-999,-999,79.6,77.1,82.1,"2010-2015, 6 Year Modeled Estimate",22/10/21,tract,13,
IL,17,31,Cook County,170200,17031170200,1714000,Chicago,Life expectancy,37,total population,1,-999,-999,81.1,76.7,85.5,"2010-2015, 6 Year Modeled Estimate",22/10/21,tract,13,
IL,17,31,Cook County,170300,17031170300,1714000,Chicago,Life expectancy,37,total population,1,-999,-999,80.9,79.3,82.5,"2010-2015, 6 Year Modeled Estimate",22/10/21,tract,13,
IL,17,31,Cook County,170400,17031170400,1714000,Chicago,Life expectancy,37,total population,1,-999,-999,79,76,82,"2010-2015, 6 Year Modeled Estimate",22/10/21,tract,13,
IL,17,31,Cook County,170500,17031170500,1714000,Chicago,Life expectancy,37,total population,1,-999,-999,80.9,79.1,82.7,"2010-2015, 6 Year Modeled Estimate",22/10/21,tract,13,
IL,17,31,Cook County,170600,17031170600,1714000,Chicago,Life expectancy,37,total population,1,-999,-999,83.5,80.5,86.5,"2010-2015, 6 Year Modeled Estimate",22/10/21,tract,13,
IL,17,31,Cook County,170700,17031170700,1714000,Chicago,Life expectancy,37,total population,1,-999,-999,77.9,76.1,79.7,"2010-2015, 6 Year Modeled Estimate",22/10/21,tract,13,
IL,17,31,Cook County,170800,17031170800,1714000,Chicago,Life expectancy,37,total population,1,-999,-999,78.9,76.3,81.5,"2010-2015, 6 Year Modeled Estimate",22/10/21,tract,13,
IL,17,31,Cook County,170900,17031170900,1714000,Chicago,Life expectancy,37,total population,1,-999,-999,78.7,75.2,82.2,"2010-2015, 6 Year Modeled Estimate",22/10/21,tract,13,
IL,17,31,Cook County,171000,17031171000,1714000,Chicago,Life expectancy,37,total population,1,-999,-999,79,77.5,80.5,"2010-2015, 6 Year Modeled Estimate",22/10/21,tract,13,
IL,17,31,Cook County,171100,17031171100,1714000,Chicago,Life expectancy,37,total population,1,-999,-999,76.8,73.5,80.1,"2010-2015, 6 Year Modeled Estimate",22/10/21,tract,13,
IL,17,31,Cook County,180100,17031180100,1714000,Chicago,Life expectancy,37,total population,1,-999,-999,77.2,75,79.4,"2010-2015, 6 Year Modeled Estimate",22/10/21,tract,13,
IL,17,31,Cook County,190100,17031190100,1714000,Chicago,Life expectancy,37,total population,1,-999,-999,76,74,78,"2010-2015, 6 Year Modeled Estimate",22/10/21,tract,13,
IL,17,31,Cook County,190200,17031190200,1714000,Chicago,Life expectancy,37,total population,1,-999,-999,82.3,77.7,86.9,"2010-2015, 6 Year Modeled Estimate",22/10/21,tract,13,
IL,17,31,Cook County,190300,17031190300,1714000,Chicago,Life expectancy,37,total population,1,-999,-999,80.2,77.5,82.9,"2010-2015, 6 Year Modeled Estimate",22/10/21,tract,13,
IL,17,31,Cook County,190401,17031190401,1714000,Chicago,Life expectancy,37,total population,1,-999,-999,78.5,75.5,81.5,"2010-2015, 6 Year Modeled Estimate",22/10/21,tract,13,
IL,17,31,Cook County,190402,17031190402,1714000,Chicago,Life expectancy,37,total population,1,-999,-999,85.9,80.4,91.4,"2010-2015, 6 Year Modeled Estimate",22/10/21,tract,13,
IL,17,31,Cook County,190601,17031190601,1714000,Chicago,Life expectancy,37,total population,1,-999,-999,79.6,75.3,83.9,"2010-2015, 6 Year Modeled Estimate",22/10/21,tract,13,
IL,17,31,Cook County,190602,17031190602,1714000,Chicago,Life expectancy,37,total population,1,-999,-999,75.8,72.7,78.9,"2010-2015, 6 Year Modeled Estimate",22/10/21,tract,13,
IL,17,31,Cook County,190701,17031190701,1714000,Chicago,Life expectancy,37,total population,1,-999,-999,77.4,74.9,79.9,"2010-2015, 6 Year Modeled Estimate",22/10/21,tract,13,
IL,17,31,Cook County,190702,17031190702,1714000,Chicago,Life expectancy,37,total population,1,-999,-999,80.5,77,84,"2010-2015, 6 Year Modeled Estimate",22/10/21,tract,13,
IL,17,31,Cook County,190800,17031190800,1714000,Chicago,Life expectancy,37,total population,1,-999,-999,82.1,78.3,85.9,"2010-2015, 6 Year Modeled Estimate",22/10/21,tract,13,
IL,17,31,Cook County,190900,17031190900,1714000,Chicago,Life expectancy,37,total population,1,-999,-999,82,76.6,87.4,"2010-2015, 6 Year Modeled Estimate",22/10/21,tract,13,
IL,17,31,Cook County,191000,17031191000,1714000,Chicago,Life expectancy,37,total population,1,-999,-999,77.4,75.1,79.7,"2010-2015, 6 Year Modeled Estimate",22/10/21,tract,13,
IL,17,31,Cook County,191100,17031191100,1714000,Chicago,Life expectancy,37,total population,1,-999,-999,79.2,75.7,82.7,"2010-2015, 6 Year Modeled Estimate",22/10/21,tract,13,
IL,17,31,Cook County,191200,17031191200,1714000,Chicago,Life expectancy,37,total population,1,-999,-999,76,70.3,81.7,"2010-2015, 6 Year Modeled Estimate",22/10/21,tract,13,
IL,17,31,Cook County,191301,17031191301,1714000,Chicago,Life expectancy,37,total population,1,-999,-999,77.1,74.6,79.6,"2010-2015, 6 Year Modeled Estimate",22/10/21,tract,13,
IL,17,31,Cook County,191302,17031191302,1714000,Chicago,Life expectancy,37,total population,1,-999,-999,80.3,74.8,85.8,"2010-2015, 6 Year Modeled Estimate",22/10/21,tract,13,
IL,17,31,Cook County,200100,17031200100,1714000,Chicago,Life expectancy,37,total population,1,-999,-999,81.6,78.2,85,"2010-2015, 6 Year Modeled Estimate",22/10/21,tract,13,
IL,17,31,Cook County,200200,17031200200,1714000,Chicago,Life expectancy,37,total population,1,-999,-999,78.5,75.3,81.7,"2010-2015, 6 Year Modeled Estimate",22/10/21,tract,13,
IL,17,31,Cook County,200300,17031200300,1714000,Chicago,Life expectancy,37,total population,1,-999,-999,76,73.1,78.9,"2010-2015, 6 Year Modeled Estimate",22/10/21,tract,13,
IL,17,31,Cook County,200401,17031200401,1714000,Chicago,Life expectancy,37,total population,1,-999,-999,75.6,73.2,78,"2010-2015, 6 Year Modeled Estimate",22/10/21,tract,13,
IL,17,31,Cook County,200402,17031200402,1714000,Chicago,Life expectancy,37,total population,1,-999,-999,NA,NA,NA,"2010-2015, 6 Year Modeled Estimate",22/10/21,tract,13,
IL,17,31,Cook County,210100,17031210100,1714000,Chicago,Life expectancy,37,total population,1,-999,-999,79.4,76.3,82.5,"2010-2015, 6 Year Modeled Estimate",22/10/21,tract,13,
IL,17,31,Cook County,210400,17031210400,1714000,Chicago,Life expectancy,37,total population,1,-999,-999,83.3,80.1,86.5,"2010-2015, 6 Year Modeled Estimate",22/10/21,tract,13,
IL,17,31,Cook County,210501,17031210501,1714000,Chicago,Life expectancy,37,total population,1,-999,-999,77.4,74.3,80.5,"2010-2015, 6 Year Modeled Estimate",22/10/21,tract,13,
IL,17,31,Cook County,210502,17031210502,1714000,Chicago,Life expectancy,37,total population,1,-999,-999,80.5,75.6,85.4,"2010-2015, 6 Year Modeled Estimate",22/10/21,tract,13,
IL,17,31,Cook County,210601,17031210601,1714000,Chicago,Life expectancy,37,total population,1,-999,-999,78.5,75.2,81.8,"2010-2015, 6 Year Modeled Estimate",22/10/21,tract,13,
IL,17,31,Cook County,210602,17031210602,1714000,Chicago,Life expectancy,37,total population,1,-999,-999,77.9,75.3,80.5,"2010-2015, 6 Year Modeled Estimate",22/10/21,tract,13,
IL,17,31,Cook County,210700,17031210700,1714000,Chicago,Life expectancy,37,total population,1,-999,-999,81.8,77,86.6,"2010-2015, 6 Year Modeled Estimate",22/10/21,tract,13,
IL,17,31,Cook County,210800,17031210800,1714000,Chicago,Life expectancy,37,total population,1,-999,-999,NA,NA,NA,"2010-2015, 6 Year Modeled Estimate",22/10/21,tract,13,
IL,17,31,Cook County,210900,17031210900,1714000,Chicago,Life expectancy,37,total population,1,-999,-999,79.2,76.9,81.5,"2010-2015, 6 Year Modeled Estimate",22/10/21,tract,13,
IL,17,31,Cook County,220300,17031220300,1714000,Chicago,Life expectancy,37,total population,1,-999,-999,78.9,74.3,83.5,"2010-2015, 6 Year Modeled Estimate",22/10/21,tract,13,
IL,17,31,Cook County,220400,17031220400,1714000,Chicago,Life expectancy,37,total population,1,-999,-999,79.3,76.4,82.2,"2010-2015, 6 Year Modeled Estimate",22/10/21,tract,13,
IL,17,31,Cook County,220500,17031220500,1714000,Chicago,Life expectancy,37,total population,1,-999,-999,79.4,73.9,84.9,"2010-2015, 6 Year Modeled Estimate",22/10/21,tract,13,
IL,17,31,Cook County,220601,17031220601,1714000,Chicago,Life expectancy,37,total population,1,-999,-999,78,74.1,81.9,"2010-2015, 6 Year Modeled Estimate",22/10/21,tract,13,
IL,17,31,Cook County,220602,17031220602,1714000,Chicago,Life expectancy,37,total population,1,-999,-999,80.7,76.6,84.8,"2010-2015, 6 Year Modeled Estimate",22/10/21,tract,13,
IL,17,31,Cook County,220701,17031220701,1714000,Chicago,Life expectancy,37,total population,1,-999,-999,80.1,75,85.2,"2010-2015, 6 Year Modeled Estimate",22/10/21,tract,13,
IL,17,31,Cook County,220702,17031220702,1714000,Chicago,Life expectancy,37,total population,1,-999,-999,78.2,72.4,84,"2010-2015, 6 Year Modeled Estimate",22/10/21,tract,13,
IL,17,31,Cook County,220901,17031220901,1714000,Chicago,Life expectancy,37,total population,1,-999,-999,78.6,73.3,83.9,"2010-2015, 6 Year Modeled Estimate",22/10/21,tract,13,
IL,17,31,Cook County,220902,17031220902,1714000,Chicago,Life expectancy,37,total population,1,-999,-999,84.1,77.7,90.5,"2010-2015, 6 Year Modeled Estimate",22/10/21,tract,13,
IL,17,31,Cook County,221000,17031221000,1714000,Chicago,Life expectancy,37,total population,1,-999,-999,76.8,71.8,81.8,"2010-2015, 6 Year Modeled Estimate",22/10/21,tract,13,
IL,17,31,Cook County,221100,17031221100,1714000,Chicago,Life expectancy,37,total population,1,-999,-999,74.4,71.2,77.6,"2010-2015, 6 Year Modeled Estimate",22/10/21,tract,13,
IL,17,31,Cook County,221200,17031221200,1714000,Chicago,Life expectancy,37,total population,1,-999,-999,76.3,71.2,81.4,"2010-2015, 6 Year Modeled Estimate",22/10/21,tract,13,
IL,17,31,Cook County,221300,17031221300,1714000,Chicago,Life expectancy,37,total population,1,-999,-999,81.2,78.2,84.2,"2010-2015, 6 Year Modeled Estimate",22/10/21,tract,13,
IL,17,31,Cook County,221400,17031221400,1714000,Chicago,Life expectancy,37,total population,1,-999,-999,80.9,75.8,86,"2010-2015, 6 Year Modeled Estimate",22/10/21,tract,13,
IL,17,31,Cook County,221500,17031221500,1714000,Chicago,Life expectancy,37,total population,1,-999,-999,80,75.5,84.5,"2010-2015, 6 Year Modeled Estimate",22/10/21,tract,13,
IL,17,31,Cook County,221600,17031221600,1714000,Chicago,Life expectancy,37,total population,1,-999,-999,81.3,76.6,86,"2010-2015, 6 Year Modeled Estimate",22/10/21,tract,13,
IL,17,31,Cook County,222200,17031222200,1714000,Chicago,Life expectancy,37,total population,1,-999,-999,79.9,75.2,84.6,"2010-2015, 6 Year Modeled Estimate",22/10/21,tract,13,
IL,17,31,Cook County,222500,17031222500,1714000,Chicago,Life expectancy,37,total population,1,-999,-999,NA,NA,NA,"2010-2015, 6 Year Modeled Estimate",22/10/21,tract,13,
IL,17,31,Cook County,222600,17031222600,1714000,Chicago,Life expectancy,37,total population,1,-999,-999,NA,NA,NA,"2010-2015, 6 Year Modeled Estimate",22/10/21,tract,13,
IL,17,31,Cook County,222700,17031222700,1714000,Chicago,Life expectancy,37,total population,1,-999,-999,NA,NA,NA,"2010-2015, 6 Year Modeled Estimate",22/10/21,tract,13,
IL,17,31,Cook County,222800,17031222800,1714000,Chicago,Life expectancy,37,total population,1,-999,-999,76.8,71.3,82.3,"2010-2015, 6 Year Modeled Estimate",22/10/21,tract,13,
IL,17,31,Cook County,222900,17031222900,1714000,Chicago,Life expectancy,37,total population,1,-999,-999,NA,NA,NA,"2010-2015, 6 Year Modeled Estimate",22/10/21,tract,13,
IL,17,31,Cook County,230100,17031230100,1714000,Chicago,Life expectancy,37,total population,1,-999,-999,77.3,73.7,80.9,"2010-2015, 6 Year Modeled Estimate",22/10/21,tract,13,
IL,17,31,Cook County,230200,17031230200,1714000,Chicago,Life expectancy,37,total population,1,-999,-999,76.8,71.4,82.2,"2010-2015, 6 Year Modeled Estimate",22/10/21,tract,13,
IL,17,31,Cook County,230300,17031230300,1714000,Chicago,Life expectancy,37,total population,1,-999,-999,NA,NA,NA,"2010-2015, 6 Year Modeled Estimate",22/10/21,tract,13,
IL,17,31,Cook County,230400,17031230400,1714000,Chicago,Life expectancy,37,total population,1,-999,-999,NA,NA,NA,"2010-2015, 6 Year Modeled Estimate",22/10/21,tract,13,
IL,17,31,Cook County,230500,17031230500,1714000,Chicago,Life expectancy,37,total population,1,-999,-999,75.6,72.8,78.4,"2010-2015, 6 Year Modeled Estimate",22/10/21,tract,13,
IL,17,31,Cook County,230600,17031230600,1714000,Chicago,Life expectancy,37,total population,1,-999,-999,73.8,70.5,77.1,"2010-2015, 6 Year Modeled Estimate",22/10/21,tract,13,
IL,17,31,Cook County,230700,17031230700,1714000,Chicago,Life expectancy,37,total population,1,-999,-999,76.2,73,79.4,"2010-2015, 6 Year Modeled Estimate",22/10/21,tract,13,
IL,17,31,Cook County,230800,17031230800,1714000,Chicago,Life expectancy,37,total population,1,-999,-999,78.9,75.1,82.7,"2010-2015, 6 Year Modeled Estimate",22/10/21,tract,13,
IL,17,31,Cook County,230900,17031230900,1714000,Chicago,Life expectancy,37,total population,1,-999,-999,79.2,75.1,83.3,"2010-2015, 6 Year Modeled Estimate",22/10/21,tract,13,
IL,17,31,Cook County,231100,17031231100,1714000,Chicago,Life expectancy,37,total population,1,-999,-999,74.2,70.4,78,"2010-2015, 6 Year Modeled Estimate",22/10/21,tract,13,
IL,17,31,Cook County,231200,17031231200,1714000,Chicago,Life expectancy,37,total population,1,-999,-999,70.2,67.8,72.6,"2010-2015, 6 Year Modeled Estimate",22/10/21,tract,13,
IL,17,31,Cook County,231500,17031231500,1714000,Chicago,Life expectancy,37,total population,1,-999,-999,70.2,68.2,72.2,"2010-2015, 6 Year Modeled Estimate",22/10/21,tract,13,
IL,17,31,Cook County,240200,17031240200,1714000,Chicago,Life expectancy,37,total population,1,-999,-999,81.3,78,84.6,"2010-2015, 6 Year Modeled Estimate",22/10/21,tract,13,
IL,17,31,Cook County,240300,17031240300,1714000,Chicago,Life expectancy,37,total population,1,-999,-999,82,78,86,"2010-2015, 6 Year Modeled Estimate",22/10/21,tract,13,
IL,17,31,Cook County,240500,17031240500,1714000,Chicago,Life expectancy,37,total population,1,-999,-999,NA,NA,NA,"2010-2015, 6 Year Modeled Estimate",22/10/21,tract,13,
IL,17,31,Cook County,240600,17031240600,1714000,Chicago,Life expectancy,37,total population,1,-999,-999,NA,NA,NA,"2010-2015, 6 Year Modeled Estimate",22/10/21,tract,13,
IL,17,31,Cook County,240700,17031240700,1714000,Chicago,Life expectancy,37,total population,1,-999,-999,NA,NA,NA,"2010-2015, 6 Year Modeled Estimate",22/10/21,tract,13,
