Layer,Name,GEOID,HDX_2015-2019,HDX_2015-2019_moe
Census tract,Tract 6903,17031690300,91.8,
Census tract,Tract 6904,17031690400,82.7,
Census tract,Tract 6905,17031690500,97.5,
Census tract,Tract 6909,17031690900,87.5,
Census tract,Tract 6910,17031691000,82.0,
Census tract,Tract 6911,17031691100,93.8,
Census tract,Tract 6912,17031691200,94.4,
Census tract,Tract 6913,17031691300,90.3,
Census tract,Tract 6914,17031691400,66.0,
Census tract,Tract 6915,17031691500,98.7,
Census tract,Tract 7001,17031700100,72.1,
Census tract,Tract 7002,17031700200,80.7,
Census tract,Tract 7003.01,17031700301,77.5,
Census tract,Tract 7003.02,17031700302,71.6,
Census tract,Tract 7004.01,17031700401,67.4,
Census tract,Tract 7004.02,17031700402,89.3,
Census tract,Tract 7005.01,17031700501,41.5,
Census tract,Tract 7005.02,17031700502,76.8,
Census tract,Tract 7101,17031710100,95.9,
Census tract,Tract 7102,17031710200,89.2,
Census tract,Tract 7103,17031710300,95.1,
Census tract,Tract 7104,17031710400,83.6,
Census tract,Tract 7105,17031710500,83.5,
Census tract,Tract 7106,17031710600,81.9,
Census tract,Tract 7107,17031710700,86.0,
Census tract,Tract 7108,17031710800,92.2,
Census tract,Tract 7109,17031710900,88.2,
Census tract,Tract 7110,17031711000,86.0,
Census tract,Tract 7111,17031711100,84.0,
Census tract,Tract 7112,17031711200,63.9,
Census tract,Tract 7113,17031711300,84.2,
Census tract,Tract 7114,17031711400,80.6,
Census tract,Tract 7115,17031711500,82.2,
Census tract,Tract 7201,17031720100,4.8,
Census tract,Tract 7202,17031720200,23.0,
Census tract,Tract 7203,17031720300,13.8,
Census tract,Tract 7204,17031720400,10.8,
Census tract,Tract 7205,17031720500,7.2,
Census tract,Tract 7206,17031720600,25.7,
Census tract,Tract 7207,17031720700,19.5,
Census tract,Tract 7301,17031730100,80.7,
Census tract,Tract 7302.01,17031730201,82.5,
Census tract,Tract 7302.02,17031730202,66.7,
Census tract,Tract 7303,17031730300,81.0,
Census tract,Tract 7304,17031730400,61.6,
Census tract,Tract 7305,17031730500,84.7,
Census tract,Tract 7306,17031730600,80.6,
Census tract,Tract 7307,17031730700,84.0,
Census tract,Tract 7401,17031740100,37.1,
Census tract,Tract 7402,17031740200,22.4,
Census tract,Tract 7403,17031740300,12.9,
Census tract,Tract 7404,17031740400,14.6,
Census tract,Tract 7501,17031750100,80.2,
Census tract,Tract 7502,17031750200,11.6,
Census tract,Tract 7503,17031750300,7.4,
Census tract,Tract 7504,17031750400,16.3,
Census tract,Tract 7505,17031750500,76.9,
Census tract,Tract 7506,17031750600,67.5,
Census tract,Tract 7608.01,17031760801,37.0,
Census tract,Tract 7608.02,17031760802,43.0,
Census tract,Tract 7608.03,17031760803,49.0,
Census tract,Tract 7706.02,17031770602,82.9,
Census tract,Tract 7707,17031770700,30.7,
Census tract,Tract 7709.02,17031770902,38.1,
Census tract,Tract 8104,17031810400,8.8,
Census tract,Tract 8233.04,17031823304,67.2,
Census tract,Tract 8305,17031830500,95.2,
Census tract,Tract 8306,17031830600,66.6,
Census tract,Tract 8307,17031830700,54.3,
Census tract,Tract 8308,17031830800,4.6,
Census tract,Tract 8309,17031830900,3.0,
Census tract,Tract 8310,17031831000,0.1,
Census tract,Tract 8311,17031831100,65.7,
Census tract,Tract 8312,17031831200,83.1,
Census tract,Tract 8313,17031831300,69.2,
Census tract,Tract 8314,17031831400,70.2,
Census tract,Tract 8315,17031831500,60.2,
Census tract,Tract 8316,17031831600,75.1,
Census tract,Tract 8317,17031831700,78.5,
Census tract,Tract 8318,17031831800,49.5,
Census tract,Tract 8319,17031831900,0.6,
Census tract,Tract 8320,17031832000,1.7,
Census tract,Tract 8321,17031832100,6.5,
Census tract,Tract 8322,17031832200,0.9,
Census tract,Tract 8323,17031832300,0.9,
Census tract,Tract 8324,17031832400,3.2,
Census tract,Tract 8325,17031832500,2.1,
Census tract,Tract 8326,17031832600,0.2,
Census tract,Tract 8329,17031832900,31.6,
Census tract,Tract 8330,17031833000,0.8,
Census tract,Tract 8331,17031833100,1.2,
Census tract,Tract 8333,17031833300,53.2,
Census tract,Tract 8339,17031833900,93.5,
Census tract,Tract 8340,17031834000,83.6,
Census tract,Tract 8342,17031834200,60.8,
Census tract,Tract 8343,17031834300,79.4,
Census tract,Tract 8344,17031834400,77.0,
Census tract,Tract 8345,17031834500,85.9,
Census tract,Tract 8346,17031834600,88.2,
Census tract,Tract 8347,17031834700,95.7,
Census tract,Tract 8348,17031834800,95.9,
Census tract,Tract 8349,17031834900,99.3,
Census tract,Tract 8350,17031835000,95.8,
Census tract,Tract 8351,17031835100,89.4,
Census tract,Tract 8352,17031835200,72.1,
Census tract,Tract 8355,17031835500,95.5,
Census tract,Tract 8356,17031835600,95.9,
Census tract,Tract 8357,17031835700,98.5,
Census tract,Tract 8358,17031835800,87.8,
Census tract,Tract 8359,17031835900,86.1,
Census tract,Tract 8360,17031836000,77.0,
Census tract,Tract 8361,17031836100,91.7,
Census tract,Tract 8362,17031836200,55.2,
Census tract,Tract 8363,17031836300,55.4,
Census tract,Tract 8364,17031836400,84.7,
Census tract,Tract 8365,17031836500,77.6,
Census tract,Tract 8366,17031836600,74.2,
Census tract,Tract 8367,17031836700,85.4,
Census tract,Tract 8368,17031836800,98.8,
Census tract,Tract 8369,17031836900,84.7,
Census tract,Tract 8370,17031837000,92.7,
Census tract,Tract 8371,17031837100,86.6,
Census tract,Tract 8373,17031837300,94.7,
Census tract,Tract 8374,17031837400,92.6,
Census tract,Tract 8378,17031837800,71.9,
Census tract,Tract 8380,17031838000,69.7,
Census tract,Tract 8381,17031838100,81.4,
Census tract,Tract 8382,17031838200,34.7,
Census tract,Tract 8383,17031838300,17.2,
Census tract,Tract 8386,17031838600,97.2,
Census tract,Tract 8387,17031838700,94.5,
Census tract,Tract 8388,17031838800,94.8,
Census tract,Tract 8390,17031839000,8.9,
Census tract,Tract 8391,17031839100,2.9,
Census tract,Tract 8392,17031839200,65.7,
Census tract,Tract 8395,17031839500,61.6,
Census tract,Tract 8396,17031839600,72.1,
Census tract,Tract 8397,17031839700,60.2,
Census tract,Tract 8398,17031839800,41.9,
Census tract,Tract 8399,17031839900,47.0,
Census tract,Tract 8400,17031840000,47.5,
Census tract,Tract 8401,17031840100,74.6,
Census tract,Tract 8402,17031840200,75.5,
Census tract,Tract 8403,17031840300,75.1,
Census tract,Tract 8404,17031840400,72.8,
Census tract,Tract 8407,17031840700,88.9,
Census tract,Tract 8408,17031840800,95.5,
Census tract,Tract 8410,17031841000,5.4,
Census tract,Tract 8411,17031841100,90.7,
Census tract,Tract 8412,17031841200,75.5,
Census tract,Tract 8413,17031841300,67.8,
Census tract,Tract 8414,17031841400,69.8,
Census tract,Tract 8415,17031841500,84.7,
Census tract,Tract 8416,17031841600,89.5,
Census tract,Tract 8417,17031841700,98.5,
Census tract,Tract 8418,17031841800,87.5,
Census tract,Tract 8419,17031841900,51.5,
Census tract,Tract 8420,17031842000,53.9,
Census tract,Tract 8421,17031842100,90.6,
Census tract,Tract 8422,17031842200,2.4,
Census tract,Tract 8423,17031842300,2.9,
Census tract,Tract 8424,17031842400,84.4,
Census tract,Tract 8425,17031842500,99.1,
Census tract,Tract 8426,17031842600,62.8,
Census tract,Tract 8428,17031842800,93.3,
Census tract,Tract 8429,17031842900,90.4,
Census tract,Tract 8430,17031843000,94.0,
Census tract,Tract 8431,17031843100,82.9,
Census tract,Tract 8432,17031843200,50.6,
Census tract,Tract 8433,17031843300,88.4,
Census tract,Tract 8434,17031843400,83.8,
Census tract,Tract 8435,17031843500,92.0,
Census tract,Tract 8436,17031843600,81.3,
Census tract,Tract 8437,17031843700,9.2,
Census tract,Tract 8438,17031843800,89.0,
Census tract,Tract 8439,17031843900,71.5,
Census tract,Tract 8400,17043840000,81.6,
Census tract,Tract 8408.01,17043840801,90.1,
